element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
O,3,"=""""","=""""","=""748.214""","=""""","=""""","=""2.71e+05""","=""2.28e-03""","=""1.68e-01""",C+,"=""3.4693570""","=""3.591116""","=""2s2.2p.(2P*).4d""","=""3P*""","=""1""","=""2s.2p2.(2D).3s""","=""3D""","=""1""",3,3,,"=""T5376LS""","=""""",
O,2,"=""""","=""""","=""748.6345""","=""""","=""""","=""""","=""""","=""""",,"=""2.11835621""","=""2.2400466""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",6,4,,"=""""","=""L11267""",
O,3,"=""""","=""""","=""749.284""","=""""","=""""","=""3.59e+05""","=""9.07e-03""","=""2.24e-01""",C+,"=""3.4695308""","=""3.591116""","=""2s2.2p.(2P*).4d""","=""3P*""","=""0""","=""2s.2p2.(2D).3s""","=""3D""","=""1""",1,3,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""750.094""","=""""","=""""","=""3.73e+06""","=""1.57e-02""","=""1.56e+00""",B,"=""5.32673""","=""5.44818""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""751.599""","=""""","=""""","=""2.15e+07""","=""1.09e-01""","=""1.35e+01""",C+,"=""3.2542896""","=""3.3755001""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",5,3,,"=""T5376LS""","=""""",
O,2,"=""752.7011""","=""""","=""752.7065""","=""""","=""4""","=""6.91e+05""","=""7.83e-03""","=""1.16e+00""",D,"=""2.12095184""","=""2.24198390""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",6,8,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""752.7622""","=""""","=""""","=""""","=""""","=""""",,"=""2.11902348""","=""2.2400466""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",4,4,,"=""""","=""L11267""",
O,2,"=""753.0620""","=""""","=""753.0611""","=""""","=""10""","=""4.15e+06""","=""3.53e-02""","=""7.00e+00""",D,"=""2.12100883""","=""2.24198390""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",8,8,,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""""","=""755.142""","=""""","=""""","=""1.48e+06""","=""3.80e-02""","=""9.44e-01""",C+,"=""3.1896578""","=""3.3102995""","=""2s.2p2.(4P).3s""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",1,3,,"=""T5376LS""","=""""",
O,2,"=""755.4772""","=""""","=""755.4787""","=""""","=""3""","=""""","=""""","=""""",,"=""2.12139596""","=""2.24198390""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",6,8,,"=""""","=""L10621""",
O,2,"=""""","=""""","=""755.5116""","=""""","=""""","=""""","=""""","=""""",,"=""2.11902348""","=""2.2396062""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",4,2,,"=""""","=""L11267""",
O,2,"=""756.5482""","=""""","=""756.5529""","=""""","=""3""","=""""","=""""","=""""",,"=""2.11962987""","=""2.2400466""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",2,4,,"=""""","=""L10621""",
O,4,"=""""","=""""","=""758.574""","=""""","=""""","=""3.61e+05""","=""3.12e-03""","=""3.11e-01""",B,"=""5.32673""","=""5.4468""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,2,"=""""","=""""","=""759.3301""","=""""","=""""","=""""","=""""","=""""",,"=""2.11962987""","=""2.2396062""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",2,2,,"=""""","=""L11267""",
O,2,"=""759.8254""","=""""","=""759.8285""","=""""","=""4""","=""1.10e+06""","=""1.43e-02""","=""1.43e+00""",D,"=""2.12093744""","=""2.24083506""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",4,6,,"=""T5723LS""","=""L10621""",
O,2,"=""759.9215""","=""""","=""759.9198""","=""""","=""4""","=""2.70e+06""","=""2.34e-02""","=""3.51e+00""",D,"=""2.12095184""","=""2.24083506""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",6,6,,"=""T5723LS""","=""L10621""",
O,2,"=""760.2810""","=""""","=""760.2812""","=""""","=""5""","=""8.94e+05""","=""5.81e-03""","=""1.16e+00""",D,"=""2.12100883""","=""2.24083506""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",8,6,,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""""","=""760.888""","=""""","=""""","=""4.35e+06""","=""3.78e-02""","=""2.84e+00""",C+,"=""3.1905687""","=""3.3102995""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",3,3,,"=""T5376LS""","=""""",
O,2,"=""762.7460""","=""""","=""762.7454""","=""""","=""4""","=""""","=""""","=""""",,"=""2.12139596""","=""2.24083506""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,2,"=""762.8468""","=""""","=""762.8542""","=""""","=""4""","=""1.16e+06""","=""2.03e-02""","=""1.02e+00""",D,"=""2.12062452""","=""2.2400466""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",2,4,,"=""T5723LS""","=""L10621""",
O,2,"=""764.8605""","=""""","=""764.8583""","=""""","=""4""","=""1.85e+06""","=""1.62e-02""","=""1.64e+00""",D,"=""2.12093744""","=""2.2400466""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""",
O,2,"=""764.9557""","=""""","=""764.9508""","=""""","=""4""","=""1.62e+06""","=""9.48e-03""","=""1.43e+00""",D,"=""2.12095184""","=""2.2400466""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",6,4,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""765.6779""","=""""","=""""","=""2.30e+06""","=""2.02e-02""","=""1.02e+00""",D,"=""2.12062452""","=""2.2396062""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",2,2,,"=""T5723LS""","=""L11267""",
O,2,"=""767.6944""","=""""","=""767.6970""","=""""","=""4""","=""2.29e+06""","=""1.01e-02""","=""1.02e+00""",D,"=""2.12093744""","=""2.2396062""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",4,2,,"=""T5723LS""","=""L10621""",
O,1,"=""770.675""","=""""","=""770.6743+""","=""""","=""100""","=""""","=""""","=""""",,"=""1.03241833""","=""1.15062862""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""","=""2s.2p5""","=""3P*""","=""2""",7,5,,"=""""","=""L3760""",
O,3,"=""""","=""""","=""771.095""","=""""","=""""","=""6.96e+06""","=""3.72e-02""","=""4.73e+00""",C+,"=""3.1921537""","=""3.3102995""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",5,3,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""771.452""","=""""","=""""","=""3.08e+06""","=""1.83e-02""","=""2.79e+00""",B,"=""5.32873""","=""5.4468""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2P*""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,1,"=""777.194""","=""""","=""777.1944""","=""""","=""870""","=""3.69e+07""","=""4.68e-01""","=""5.99e+01""",A,"=""0.67222530""","=""0.78944390""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).3p""","=""5P""","=""3""",5,7,,"=""T5803,LS""","=""L3760""",
O,1,"=""777.417""","=""""","=""777.4166""","=""""","=""810""","=""3.69e+07""","=""3.35e-01""","=""4.28e+01""",A,"=""0.67222530""","=""0.78941040""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",5,5,,"=""T5803,LS""","=""L3760""",
O,1,"=""777.539""","=""""","=""777.5388""","=""""","=""750""","=""3.69e+07""","=""2.01e-01""","=""2.57e+01""",A,"=""0.67222530""","=""0.78939198""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",5,3,,"=""T5803,LS""","=""L3760""",
O,4,"=""""","=""""","=""779.999""","=""""","=""""","=""1.50e+04""","=""2.74e-04""","=""1.41e-02""",B,"=""5.30103""","=""5.41783""","=""2s.2p.(1P*).3d""","=""2P*""","=""1/2""","=""2p2.(3P).3s""","=""2P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""780.756""","=""""","=""""","=""2.30e+06""","=""3.51e-02""","=""2.70e+00""",C+,"=""3.3396885""","=""3.4563724""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s2.2p.(2P*).4d""","=""3D*""","=""2""",3,5,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""781.340""","=""""","=""""","=""7.45e+04""","=""6.82e-04""","=""7.02e-02""",B,"=""5.30123""","=""5.41783""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""","=""2p2.(3P).3s""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""782.068""","=""""","=""""","=""3.10e+07""","=""9.48e-02""","=""7.32e+00""",C+,"=""3.3530427""","=""3.4695308""","=""2s2.2p.(2P*).4p""","=""3S""","=""1""","=""2s2.2p.(2P*).4d""","=""3P*""","=""0""",3,1,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""783.237""","=""""","=""""","=""3.09e+07""","=""2.84e-01""","=""2.20e+01""",C+,"=""3.3530427""","=""3.4693570""","=""2s2.2p.(2P*).4p""","=""3S""","=""1""","=""2s2.2p.(2P*).4d""","=""3P*""","=""1""",3,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""783.423""","=""""","=""""","=""1.69e+06""","=""2.18e-02""","=""2.81e+00""",C+,"=""3.3406664""","=""3.4569531""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""","=""2s2.2p.(2P*).4d""","=""3D*""","=""3""",5,7,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""783.938""","=""""","=""""","=""3.08e+07""","=""4.73e-01""","=""3.66e+01""",C+,"=""3.3530427""","=""3.4692530""","=""2s2.2p.(2P*).4p""","=""3S""","=""1""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""",3,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""784.794""","=""""","=""""","=""1.13e+07""","=""1.04e-01""","=""8.09e+00""",C+,"=""3.3396885""","=""3.4557721""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s2.2p.(2P*).4d""","=""3D*""","=""1""",3,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""787.354""","=""""","=""""","=""1.04e+07""","=""9.67e-02""","=""1.25e+01""",C+,"=""3.3406664""","=""3.4563724""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""","=""2s2.2p.(2P*).4d""","=""3D*""","=""2""",5,5,,"=""T5376LS""","=""""",
O,1,"=""788.627""","=""""","=""788.6273+""","=""""","=""80""","=""""","=""""","=""""",,"=""1.05632384""","=""1.17184310""","=""2s2.2p3.(2P*).3s""","=""1P*""","=""1""","=""2s2.2p3.(2P*).3p""","=""1D""","=""2""",3,5,,"=""""","=""L3760""",
O,2,"=""789.4609""","=""""","=""789.4614""","=""""","=""5""","=""5.88e+05""","=""1.10e-02""","=""5.72e-01""",C,"=""2.1900482""","=""2.3054454""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""3/2""",2,4,,"=""T5723LS""","=""L10621""",
O,2,"=""789.8452""","=""""","=""789.8456""","=""""","=""6""","=""2.35e+06""","=""2.20e-02""","=""1.14e+00""",C,"=""2.1900482""","=""2.3053893""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""1/2""",2,2,,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""""","=""791.461""","=""""","=""""","=""3.68e+06""","=""2.07e-02""","=""2.70e+00""",C+,"=""3.3406664""","=""3.4557721""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""","=""2s2.2p.(2P*).4d""","=""3D*""","=""1""",5,3,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""792.238""","=""""","=""""","=""5.71e+04""","=""5.38e-04""","=""2.80e-02""",B,"=""5.30103""","=""5.4160""","=""2s.2p.(1P*).3d""","=""2P*""","=""1/2""","=""2p2.(3P).3s""","=""2P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""793.622""","=""""","=""""","=""2.84e+04""","=""1.34e-04""","=""1.40e-02""",B,"=""5.30123""","=""5.4160""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""","=""2p2.(3P).3s""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,1,"=""794.315""","=""""","=""794.3147+""","=""""","=""100""","=""""","=""""","=""""",,"=""0.92161364""","=""1.03630577""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3F""","=""3""",7,7,,"=""""","=""L3760""",
O,1,"=""794.717""","=""""","=""794.7168+""","=""""","=""100""","=""""","=""""","=""""",,"=""0.92172408""","=""1.03635818""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3F""","=""2""",5,5,,"=""""","=""L3760""",
O,1,"=""794.755""","=""""","=""794.7548+""","=""""","=""235""","=""""","=""""","=""""",,"=""0.92161364""","=""1.03624226""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3F""","=""4""",7,9,,"=""""","=""L3760""",
O,1,"=""795.080""","=""""","=""795.0803+""","=""""","=""210""","=""""","=""""","=""""",,"=""0.92172408""","=""1.03630577""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3F""","=""3""",5,7,,"=""""","=""L3760""",
O,1,"=""795.216""","=""""","=""795.2159+""","=""""","=""185""","=""""","=""""","=""""",,"=""0.92179603""","=""1.03635818""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3F""","=""2""",3,5,,"=""""","=""L3760""",
O,3,"=""""","=""""","=""796.332""","=""""","=""""","=""1.28e+07""","=""1.22e-01""","=""2.24e+01""",C+,"=""3.3425514""","=""3.4569531""","=""2s2.2p.(2P*).4p""","=""3D""","=""3""","=""2s2.2p.(2P*).4d""","=""3D*""","=""3""",7,7,,"=""T5376LS""","=""""",
O,1,"=""798.194""","=""""","=""798.1942""","=""""","=""110""","=""2.33e+04""","=""2.23e-04""","=""1.76e-02""",C,"=""0.80766134""","=""0.92179603""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",3,3,,"=""T5803,LS""","=""L3760""",
O,1,"=""""","=""""","=""798.2298""","=""""","=""""","=""1.80e+03""","=""1.03e-05""","=""1.36e-03""",C,"=""0.80766643""","=""0.92179603""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",5,3,,"=""T5803,LS""","=""""",
O,1,"=""798.240""","=""""","=""798.2398""","=""""","=""135""","=""3.09e+04""","=""8.86e-04""","=""2.33e-02""",C,"=""0.80766786""","=""0.92179603""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",1,3,,"=""T5803,LS""","=""L3760""",
O,1,"=""798.698""","=""""","=""798.6977""","=""""","=""190""","=""4.19e+04""","=""6.68e-04""","=""5.27e-02""",C,"=""0.80766134""","=""0.92172408""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",3,5,,"=""T5803,LS""","=""L3760""",
O,1,"=""798.733""","=""""","=""798.7334""","=""""","=""135""","=""1.41e+04""","=""1.35e-04""","=""1.77e-02""",C,"=""0.80766643""","=""0.92172408""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",5,5,,"=""T5803,LS""","=""L3760""",
O,1,"=""799.507""","=""""","=""799.5075""","=""""","=""250""","=""5.63e+04""","=""7.56e-04""","=""9.95e-02""",C,"=""0.80766643""","=""0.92161364""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",5,7,,"=""T5803,LS""","=""L3760""",
O,3,"=""""","=""""","=""800.394""","=""""","=""""","=""2.22e+06""","=""1.52e-02""","=""2.81e+00""",C+,"=""3.3425514""","=""3.4563724""","=""2s2.2p.(2P*).4p""","=""3D""","=""3""","=""2s2.2p.(2P*).4d""","=""3D*""","=""2""",7,5,,"=""T5376LS""","=""""",
O,2,"=""801.3157""","=""""","=""801.3160""","=""""","=""8""","=""2.81e+06""","=""2.71e-02""","=""2.86e+00""",C,"=""2.1917554""","=""2.3054454""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""801.712""","=""""","=""""","=""1.12e+06""","=""5.40e-03""","=""5.70e-01""",C,"=""2.1917554""","=""2.3053893""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p2.(1S).3p""","=""2P*""","=""1/2""",4,2,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""817.215""","=""""","=""""","=""4.25e+07""","=""7.10e-01""","=""5.73e+01""",B,"=""3.2684315""","=""3.3799097""","=""2s2.2p.(2P*).4s""","=""1P*""","=""1""","=""2s2.2p.(2P*).4p""","=""1D""","=""2""",3,5,,"=""T5376""","=""""",
O,1,"=""""","=""""","=""822.1798""","=""""","=""""","=""5.08e+06""","=""3.68e-02""","=""6.97e+00""",C+,"=""0.92161364""","=""1.03241867""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",7,5,,"=""T5713LS""","=""""",
O,1,"=""822.182""","=""""","=""822.1824""","=""""","=""400""","=""2.89e+07""","=""2.93e-01""","=""5.55e+01""",C+,"=""0.92161364""","=""1.03241833""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",7,7,,"=""T5713LS""","=""L3760""",
O,1,"=""822.765""","=""""","=""822.7653""","=""""","=""265""","=""8.13e+06""","=""4.95e-02""","=""6.71e+00""",C+,"=""0.92172408""","=""1.03245026""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",5,3,,"=""T5713LS""","=""L3760""",
O,2,"=""""","=""""","=""822.927""","=""""","=""""","=""7.79e+05""","=""1.19e-02""","=""1.29e+00""",C,"=""2.2400466""","=""2.3507510""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
O,1,"=""""","=""""","=""823.0001""","=""""","=""""","=""2.26e+07""","=""2.30e-01""","=""3.11e+01""",C+,"=""0.92172408""","=""1.03241867""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",5,5,,"=""T5713LS""","=""""",
O,1,"=""823.002""","=""""","=""823.0026""","=""""","=""265""","=""3.62e+06""","=""5.15e-02""","=""6.98e+00""",C+,"=""0.92172408""","=""1.03241833""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",5,7,,"=""T5713LS""","=""L3760""",
O,1,"=""823.300""","=""""","=""823.3003""","=""""","=""325""","=""2.43e+07""","=""2.47e-01""","=""2.01e+01""",C+,"=""0.92179603""","=""1.03245026""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",3,3,,"=""T5713LS""","=""L3760""",
O,1,"=""823.535""","=""""","=""823.5354""","=""""","=""120""","=""4.86e+06""","=""8.24e-02""","=""6.70e+00""",C+,"=""0.92179603""","=""1.03241867""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",3,5,,"=""T5713LS""","=""L3760""",
O,7,"=""""","=""""","=""843.6""","=""0.6""","=""""","=""3.864e+06""","=""1.181e-01""","=""3.206e+00""",AA,"=""(48.810823)""","=""(48.918815)""","=""1s.3s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",1,3,,"=""T5997""","=""""",
O,2,"=""""","=""""","=""828.830""","=""""","=""""","=""6.86e+06""","=""7.07e-02""","=""1.16e+01""",C,"=""2.24083506""","=""2.3507510""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",6,6,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""830.919""","=""""","=""""","=""1.89e+06""","=""3.91e-02""","=""2.14e+00""",C,"=""2.2396062""","=""2.3492458""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",2,4,,"=""T5723LS""","=""""",
O,2,"=""""","=""""","=""834.270""","=""""","=""""","=""1.20e+07""","=""1.25e-01""","=""1.38e+01""",C,"=""2.2400466""","=""2.3492458""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""835.886""","=""""","=""""","=""3.93e+07""","=""6.86e-01""","=""5.67e+01""",B,"=""3.3327475""","=""3.4417356""","=""2s2.2p.(2P*).4p""","=""1P""","=""1""","=""2s2.2p.(2P*).4d""","=""1D*""","=""2""",3,5,,"=""T5376""","=""""",
O,3,"=""""","=""""","=""836.821""","=""""","=""""","=""5.21e+04""","=""1.82e-04""","=""1.51e-02""",D,"=""3.3396885""","=""3.4485549""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""0""",3,1,,"=""T5376LS""","=""""",
O,2,"=""837.5841""","=""""","=""837.5844""","=""""","=""8""","=""2.96e+07""","=""2.34e-01""","=""5.15e+01""",C,"=""2.24198390""","=""2.3507510""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",8,6,,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""""","=""838.036""","=""""","=""""","=""1.30e+04""","=""1.37e-04""","=""1.13e-02""",D,"=""3.3396885""","=""3.4483971""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",3,3,,"=""T5376LS""","=""""",
O,2,"=""""","=""""","=""838.177""","=""""","=""""","=""1.84e+07""","=""1.94e-01""","=""1.07e+01""",C,"=""2.2396062""","=""2.3482964""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",2,2,,"=""T5723LS""","=""""",
O,3,"=""""","=""""","=""838.891""","=""""","=""""","=""5.17e+02""","=""9.10e-06""","=""7.54e-04""",D,"=""3.3396885""","=""3.4482863""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s.2p2.(4P).3p""","=""3P*""","=""2""",3,5,,"=""T5376LS""","=""""",
O,2,"=""840.3370""","=""""","=""840.3379""","=""""","=""7""","=""2.30e+07""","=""1.62e-01""","=""2.70e+01""",C,"=""2.24083506""","=""2.3492458""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",6,4,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""841.588""","=""""","=""""","=""1.82e+07""","=""9.67e-02""","=""1.07e+01""",C,"=""2.2400466""","=""2.3482964""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
O,1,"=""842.616""","=""""","=""842.6164+""","=""""","=""120""","=""""","=""""","=""""",,"=""1.03803302""","=""1.14615063""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""","=""2s2.2p3.(2D*).4p""","=""3D""","=""3""",5,7,,"=""""","=""L3760""",
O,1,"=""844.625""","=""""","=""844.6247""","=""""","=""810""","=""3.22e+07""","=""1.15e-01""","=""9.58e+00""",B,"=""0.69980733""","=""0.80766786""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""",3,1,,"=""T5803,LS""","=""L3760""",
O,1,"=""844.636""","=""""","=""844.6359""","=""""","=""1000""","=""3.22e+07""","=""5.74e-01""","=""4.79e+01""",B,"=""0.69980733""","=""0.80766643""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",3,5,,"=""T5803,LS""","=""L3760""",
O,1,"=""844.676""","=""""","=""844.6758""","=""""","=""935""","=""3.22e+07""","=""3.45e-01""","=""2.88e+01""",B,"=""0.69980733""","=""0.80766134""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",3,3,,"=""T5803,LS""","=""L3760""",
O,3,"=""""","=""""","=""845.642""","=""""","=""""","=""3.78e+04""","=""2.43e-04""","=""3.39e-02""",C,"=""3.3406664""","=""3.4483971""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""","=""2s.2p2.(4P).3p""","=""3P*""","=""1""",5,3,,"=""T5376LS""","=""""",
